index,storeName,placeId,address,category,phone,googleUrl,ratingText,latitude,longitude,stars,numberOfReviews
98,Triple S Neighborhood,ChIJswZx5c371y0RjL4oex5YS7Y,Jl. Raya Jemursari No.325,Kafe,"",https://www.google.com/maps/place/Triple+S+Neighborhood/data=!4m7!3m6!1s0x2dd7fbcde57106b3:0xb64b581e7b28be8c!8m2!3d-7.3105236!4d112.7578263!16s%2Fg%2F11r_q5hqp_!19sChIJswZx5c371y0RjL4oex5YS7Y?authuser=0&hl=id&rclk=1,"4,7 bintang 562 Ulasan",-7.3105236,112.7578263,4.7,562
99,Kedai STMJ & Kopi Mat Kodak,ChIJlfn957751y0Rt-ySnn6d2E4,Jl. Ploso Baru No.20,Kedai Kopi,"",https://www.google.com/maps/place/Kedai+STMJ+%26+Kopi+Mat+Kodak/data=!4m7!3m6!1s0x2dd7f9bee7fdf995:0x4ed89d7e9e92ecb7!8m2!3d-7.2574087!4d112.7719201!16s%2Fg%2F11ghq5yx_c!19sChIJlfn957751y0Rt-ySnn6d2E4?authuser=0&hl=id&rclk=1,"4,9 bintang 12 Ulasan",-7.2574087,112.7719201,4.9,12
100,Babeh St,ChIJx0UE32T51y0R8ic3Ona80BA,,Kafe,"",https://www.google.com/maps/place/Babeh+St/data=!4m7!3m6!1s0x2dd7f964df0445c7:0x10d0bc763a3727f2!8m2!3d-7.2600719!4d112.7498993!16s%2Fg%2F11bxf19c58!19sChIJx0UE32T51y0R8ic3Ona80BA?authuser=0&hl=id&rclk=1,"4,2 bintang 1.489 Ulasan",-7.2600719,112.7498993,4.2,1.489
101,Raja Rawon,ChIJE3zEVEH61y0RGWzw8p12hwQ,"PQ6J+384, Jl. Dr. Ir. H. Soekarno",Kafe,"",https://www.google.com/maps/place/Raja+Rawon/data=!4m7!3m6!1s0x2dd7fa4154c47c13:0x487769df2f06c19!8m2!3d-7.289864!4d112.7808269!16s%2Fg%2F11b6s_jyhn!19sChIJE3zEVEH61y0RGWzw8p12hwQ?authuser=0&hl=id&rclk=1,"3,3 bintang 3 Ulasan",-7.289864,112.7808269,3.3,3
102,The Blue Cafe,ChIJSXRUGmf71y0RNBa2avKLmxs,"Pd. Tjandra Indah, Jl. Raya Taman Asri, Ruko Palm Square, Blok TF 8",Kafe,"",https://www.google.com/maps/place/The+Blue+Cafe/data=!4m7!3m6!1s0x2dd7fb671a547449:0x1b9b8bf26ab61634!8m2!3d-7.342937!4d112.7704456!16s%2Fg%2F11shj96z66!19sChIJSXRUGmf71y0RNBa2avKLmxs?authuser=0&hl=id&rclk=1,"4,9 bintang 15 Ulasan",-7.342937,112.7704456,4.9,15
103,TryMe Cafe,ChIJk12tK1j71y0RMm_BP-HxElM,Jl. Gubeng Jaya Langgar No.22b,Restoran,"",https://www.google.com/maps/place/TryMe+Cafe/data=!4m7!3m6!1s0x2dd7fb582bad5d93:0x5312f1e13fc16f32!8m2!3d-7.2728452!4d112.7532715!16s%2Fg%2F11fpfq36tw!19sChIJk12tK1j71y0RMm_BP-HxElM?authuser=0&hl=id&rclk=1,"5,0 bintang 7 Ulasan",-7.2728452,112.7532715,5,7
104,Cafe Gloria,ChIJGWONahz71y0RTc60_nNH-Ew,"Apartement Metropolis, Jl. Raya Tenggilis No.127",Kafe,"",https://www.google.com/maps/place/Cafe+Gloria/data=!4m7!3m6!1s0x2dd7fb1c6a8d6319:0x4cf84773feb4ce4d!8m2!3d-7.3200965!4d112.7583292!16s%2Fg%2F11b6c5nsg9!19sChIJGWONahz71y0RTc60_nNH-Ew?authuser=0&hl=id&rclk=1,"5,0 bintang 1 Ulasan",-7.3200965,112.7583292,5,1
105,BONCAFE RAYA GUBENG,ChIJHdhrVsj71y0RNwXC8yrtS_c,,Kafe,"",https://www.google.com/maps/place/BONCAFE+RAYA+GUBENG/data=!4m7!3m6!1s0x2dd7fbc8566bd81d:0xf74bed2af3c20537!8m2!3d-7.2718687!4d112.7483661!16s%2Fg%2F1thm5yn7!19sChIJHdhrVsj71y0RNwXC8yrtS_c?authuser=0&hl=id&rclk=1,"4,7 bintang 6.582 Ulasan",-7.2718687,112.7483661,4.7,6.582
106,Be waffle,ChIJLePh8GT51y0RjokLChCisbY,,Kafe,"",https://www.google.com/maps/place/Be+waffle/data=!4m7!3m6!1s0x2dd7f964f0e1e32d:0xb6b1a2100a0b898e!8m2!3d-7.258093!4d112.750537!16s%2Fg%2F11bc744dsn!19sChIJLePh8GT51y0RjokLChCisbY?authuser=0&hl=id&rclk=1,"4,3 bintang 2.055 Ulasan",-7.258093,112.750537,4.3,2.055
107,Triple S Neighborhood,ChIJswZx5c371y0RjL4oex5YS7Y,Jl. Raya Jemursari No.325,Kafe,"",https://www.google.com/maps/place/Triple+S+Neighborhood/data=!4m7!3m6!1s0x2dd7fbcde57106b3:0xb64b581e7b28be8c!8m2!3d-7.3105236!4d112.7578263!16s%2Fg%2F11r_q5hqp_!19sChIJswZx5c371y0RjL4oex5YS7Y?authuser=0&hl=id&rclk=1,"4,7 bintang 562 Ulasan",-7.3105236,112.7578263,4.7,562
108,Kedai STMJ & Kopi Mat Kodak,ChIJlfn957751y0Rt-ySnn6d2E4,Jl. Ploso Baru No.20,Kedai Kopi,"",https://www.google.com/maps/place/Kedai+STMJ+%26+Kopi+Mat+Kodak/data=!4m7!3m6!1s0x2dd7f9bee7fdf995:0x4ed89d7e9e92ecb7!8m2!3d-7.2574087!4d112.7719201!16s%2Fg%2F11ghq5yx_c!19sChIJlfn957751y0Rt-ySnn6d2E4?authuser=0&hl=id&rclk=1,"4,9 bintang 12 Ulasan",-7.2574087,112.7719201,4.9,12
109,Babeh St,ChIJx0UE32T51y0R8ic3Ona80BA,,Kafe,"",https://www.google.com/maps/place/Babeh+St/data=!4m7!3m6!1s0x2dd7f964df0445c7:0x10d0bc763a3727f2!8m2!3d-7.2600719!4d112.7498993!16s%2Fg%2F11bxf19c58!19sChIJx0UE32T51y0R8ic3Ona80BA?authuser=0&hl=id&rclk=1,"4,2 bintang 1.489 Ulasan",-7.2600719,112.7498993,4.2,1.489
110,Devina Cafe,ChIJ2TrNedz71y0RArGnwAjeMh4,Jl. Irian Bar. No.7-11,Kafe,"",https://www.google.com/maps/place/Devina+Cafe/data=!4m7!3m6!1s0x2dd7fbdc79cd3ad9:0x1e32de08c0a7b102!8m2!3d-7.2737708!4d112.744817!16s%2Fg%2F11f_3qpn00!19sChIJ2TrNedz71y0RArGnwAjeMh4?authuser=0&hl=id&rclk=1,"4,6 bintang 14 Ulasan",-7.2737708,112.744817,4.6,14
111,Fame Cafe N Resto,ChIJSSu16UP71y0RT-YeD1V5O1o,Jl. Jemur Andayani No.1-C,Kafe,"",https://www.google.com/maps/place/Fame+Cafe+N+Resto/data=!4m7!3m6!1s0x2dd7fb43e9b52b49:0x5a3b79550f1ee64f!8m2!3d-7.3283769!4d112.7395136!16s%2Fg%2F1hc2jy804!19sChIJSSu16UP71y0RT-YeD1V5O1o?authuser=0&hl=id&rclk=1,"5,0 bintang 1 Ulasan",-7.3283769,112.7395136,5,1
112,Steak Hut,ChIJU00o_jP61y0Rg7WmdkRBR5o,"Jl. Manyar Kertoarjo No.80 003, RT.003/RW.06",Kafe,"",https://www.google.com/maps/place/Steak+Hut/data=!4m7!3m6!1s0x2dd7fa33fe284d53:0x9a47414476a6b583!8m2!3d-7.2805581!4d112.7688904!16s%2Fg%2F1jkxfg17t!19sChIJU00o_jP61y0Rg7WmdkRBR5o?authuser=0&hl=id&rclk=1,"4,6 bintang 3.756 Ulasan",-7.2805581,112.7688904,4.6,3.756
113,Bobal x Ow My Cafe,ChIJb3G95PP71y0RiFR2ac155N8,"Jl. Urip Sumoharjo No.57, RT.003/RW.01",Kafe,"",https://www.google.com/maps/place/Bobal+x+Ow+My+Cafe/data=!4m7!3m6!1s0x2dd7fbf3e4bd716f:0xdfe479cd69765488!8m2!3d-7.2765669!4d112.741758!16s%2Fg%2F11j00lj5mq!19sChIJb3G95PP71y0RiFR2ac155N8?authuser=0&hl=id&rclk=1,"4,6 bintang 13 Ulasan",-7.2765669,112.741758,4.6,13
114,Jan Penak Cafe,ChIJzSouo5j71y0R-2yddNiQDW0,Jl. Jagir Wonokromo Wetan No.22b,Kafe,"",https://www.google.com/maps/place/Jan+Penak+Cafe/data=!4m7!3m6!1s0x2dd7fb98a32e2acd:0x6d0d90d8749d6cfb!8m2!3d-7.3013247!4d112.7383921!16s%2Fg%2F11c6sw3rn4!19sChIJzSouo5j71y0R-2yddNiQDW0?authuser=0&hl=id&rclk=1,"4,7 bintang 36 Ulasan",-7.3013247,112.7383921,4.7,36
115,Carpentier Kitchen,ChIJnQ8dVur71y0Rs03hD9iRFzU,Jl. Untung Suropati No.83,Kafe,"",https://www.google.com/maps/place/Carpentier+Kitchen/data=!4m7!3m6!1s0x2dd7fbea561d0f9d:0x351791d80fe14db3!8m2!3d-7.2850075!4d112.7362677!16s%2Fg%2F11bw5wkt42!19sChIJnQ8dVur71y0Rs03hD9iRFzU?authuser=0&hl=id&rclk=1,"4,6 bintang 2.486 Ulasan",-7.2850075,112.7362677,4.6,2.486
116,Dante Cafe,ChIJvQVO7GD51y0RU-70fIqDJA4,"Tunjungan Plaza, Lantai 4 Plaza West No. 67 & 81-82, JL. Basuki Rahmat, No. 8-12",Kafe,"",https://www.google.com/maps/place/Dante+Cafe/data=!4m7!3m6!1s0x2dd7f960ec4e05bd:0xe24838a7cf4ee53!8m2!3d-7.263692!4d112.740773!16s%2Fg%2F11b6df9h07!19sChIJvQVO7GD51y0RU-70fIqDJA4?authuser=0&hl=id&rclk=1,"5,0 bintang 1 Ulasan",-7.263692,112.740773,5,1
117,Michael Tj Gelato,ChIJ80Wm-h371y0RP0DKv3Hgt2k,"Jalan Raya Tenggilis Mejoyo Blok F No. 5, Tenggilis Mejoyo",Kafe,"",https://www.google.com/maps/place/Michael+Tj+Gelato/data=!4m7!3m6!1s0x2dd7fb1dfaa645f3:0x69b7e071bfca403f!8m2!3d-7.32063!4d112.762242!16s%2Fg%2F11clrptnyk!19sChIJ80Wm-h371y0RP0DKv3Hgt2k?authuser=0&hl=id&rclk=1,"4,5 bintang 1.378 Ulasan",-7.32063,112.762242,4.5,1.378
118,️ Kollabora | The Best Thematic Cafe in Indonesia,ChIJaSxCoyX91y0RUj-XkjKji-o,Jl. Raya Kupang Indah No.51,Kedai Kopi,"",https://www.google.com/maps/place/%EF%B8%8F+Kollabora+%7C+The+Best+Thematic+Cafe+in+Indonesia/data=!4m7!3m6!1s0x2dd7fd25a3422c69:0xea8ba33292973f52!8m2!3d-7.2778482!4d112.7079269!16s%2Fg%2F11fs2xnxbv!19sChIJaSxCoyX91y0RUj-XkjKji-o?authuser=0&hl=id&rclk=1,"4,7 bintang 1.384 Ulasan",-7.2778482,112.7079269,4.7,1.384
119,Nongki Cafe,ChIJYc0kT0v71y0RETskckjSrRg,"",Kedai Kopi,"",https://www.google.com/maps/place/Nongki+Cafe/data=!4m7!3m6!1s0x2dd7fb4b4f24cd61:0x18add24872243b11!8m2!3d-7.3404373!4d112.7682491!16s%2Fg%2F11ry3hfk39!19sChIJYc0kT0v71y0RETskckjSrRg?authuser=0&hl=id&rclk=1,"4,4 bintang 377 Ulasan",-7.3404373,112.7682491,4.4,377
120,Cafe Isen,ChIJr0xBcnb51y0RoAqlLUnkS00,"lobby lt 1 RS Husada Utama, Jl. Prof. DR. Moestopo No.31-35",Kafe,"",https://www.google.com/maps/place/Cafe+Isen/data=!4m7!3m6!1s0x2dd7f97672414caf:0x4d4be4492da50aa0!8m2!3d-7.2648203!4d112.7561326!16s%2Fg%2F11gh95r8__!19sChIJr0xBcnb51y0RoAqlLUnkS00?authuser=0&hl=id&rclk=1,"4,9 bintang 38 Ulasan",-7.2648203,112.7561326,4.9,38
